"Severity","Date","Finding","Target","Template","Rules Package","ARN","Rule","AWS agent ID","AMI ID","Auto Scaling Group","Hostname","IPv4 Addresses","Asset Type","Confidence","Description","Indicator of Compromise","Numeric Severity","Recommendation","Service","Assessment Run ARN","Rules Package ARN","CVSS2 Score","CVSS2 Vector","CVSS3 Score","CVSS3 Vector","CIS Weight","Last Update"
"Informational","1602351220315","On instance i-0ff3c98df95ad1820, UDP port 88 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-NJGcxAXf","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 88, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 88","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220315"
"Informational","1602351219320","On instance i-0ff3c98df95ad1820, TCP port 3389 which is associated with 'RDP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-PjJ1WM1C","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 3389, which is associated with RDP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 3389","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219320"
"Informational","1602351219025","On instance i-0ff3c98df95ad1820, TCP port 9300 which is associated with 'Elasticsearch' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-O6vogTBA","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 9300, which is associated with Elasticsearch, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 9300","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219025"
"Informational","1602351219251","On instance i-0ff3c98df95ad1820, TCP port 2049 which is associated with 'NFS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-fnbd5Xp4","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 2049, which is associated with NFS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 2049","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219251"
"Informational","1602351216549","On instance i-0ff3c98df95ad1820, UDP port 138 which is associated with 'NetBIOS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-5CSn5ETe","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 138, which is associated with NetBIOS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 138","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216549"
"Informational","1602351219595","On instance i-0ff3c98df95ad1820, TCP port 28017 which is associated with 'MongoDB' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-k70PT4p8","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 28017, which is associated with MongoDB, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 28017","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219595"
"Informational","1602351220416","On instance i-0ff3c98df95ad1820, UDP port 67 which is associated with 'DHCP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-92A4LSN8","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 67, which is associated with DHCP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 67","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220416"
"Informational","1602351217434","On instance i-0ff3c98df95ad1820, TCP port 67 which is associated with 'DHCP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-SFjOhn2q","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 67, which is associated with DHCP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 67","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217434"
"Informational","1602351219449","On instance i-0ff3c98df95ad1820, TCP port 27018 which is associated with 'MongoDB' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-OCj9hFuJ","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 27018, which is associated with MongoDB, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 27018","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219449"
"Informational","1602351218034","On instance i-0ff3c98df95ad1820, TCP port 530 which is associated with 'RPC' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-3AgYeEgF","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 530, which is associated with RPC, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 530","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218034"
"Informational","1602351217193","On instance i-0ff3c98df95ad1820, UDP port 1434 which is associated with 'SQLServer' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-XcHkdQv4","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 1434, which is associated with SQLServer, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1434","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217193"
"Informational","1602351217016","On instance i-0ff3c98df95ad1820, UDP port 751 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-zSExUxTp","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 751, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 751","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217016"
"Informational","1602351217605","On instance i-0ff3c98df95ad1820, TCP port 135 which is associated with 'RPC' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-Zzc3Sns8","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 135, which is associated with RPC, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 135","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217605"
"Low","1602351219891","On instance i-0ff3c98df95ad1820, process 'python3' is listening on UDP port 5000 which is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-T1yd0iTq","Unrecognized port with listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 5000 is reachable from the internet with a process listening on the port. The process has name ‘python3’, process id 1661, and uses binary /usr/bin/python3.6 (deleted). The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","3","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 5000","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219891"
"Medium","1602351219836","On instance i-0ff3c98df95ad1820, process 'systemd-netwo' is listening on UDP port 68 which is associated with 'DHCP' and is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-EUh6zr8B","Recognized port with listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 68, which is associated with DHCP, is reachable from the internet with a process listening on the port. The process has name ‘systemd-netwo’, process id 27170, and uses binary /lib/systemd/systemd-networkd. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","6","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 68","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219836"
"Informational","1602351216774","On instance i-0ff3c98df95ad1820, UDP port 514 which is associated with 'Syslog' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-skMTTAa8","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 514, which is associated with Syslog, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 514","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216774"
